datetime,open,high,low,close,trend_signal,volatility_10,ema_5,ema_15,ema_gap,log_return,regime,regime_label,position,position_shifted,strategy_return,cumulative_market,cumulative_strategy
2025-01-29 14:10:00,23026.75,23183.35,22976.5,23163.1,-1.0,0.0079367862222263,23163.1,23163.1,-0.0,0.0,0,-1,-1,-1.0,-0.0,0.0,0.0
2025-01-29 14:15:00,23026.75,23183.35,22976.5,23163.1,-1.0,0.0079367862222263,23163.1,23163.1,-0.0,0.0,0,-1,-1,-1.0,-0.0,0.0,0.0
2025-01-29 14:20:00,23026.75,23183.35,22976.5,23163.1,-1.0,0.0079367862222263,23163.1,23163.1,-0.0,0.0,0,-1,-1,-1.0,-0.0,0.0,0.0
2025-01-29 14:25:00,23026.75,23183.35,22976.5,23163.1,-1.0,0.0079367862222263,23163.1,23163.1,-0.0,0.0,0,-1,-1,-1.0,-0.0,0.0,0.0
2025-01-29 14:30:00,23026.75,23183.35,22976.5,23163.1,-1.0,0.0079367862222263,23163.1,23163.1,-0.0,0.0,0,-1,-1,-1.0,-0.0,0.0,0.0
2025-01-29 14:35:00,23026.75,23183.35,22976.5,23163.1,-1.0,0.0079367862222263,23163.1,23163.1,-0.0,0.0,0,-1,-1,-1.0,-0.0,0.0,0.0
2025-01-29 14:40:00,23026.75,23183.35,22976.5,23163.1,-1.0,0.0079367862222263,23163.1,23163.1,-0.0,0.0,0,-1,-1,-1.0,-0.0,0.0,0.0
2025-01-29 14:45:00,23026.75,23183.35,22976.5,23163.1,-1.0,0.0079367862222263,23163.1,23163.1,-0.0,0.0,0,-1,-1,-1.0,-0.0,0.0,0.0
2025-01-29 14:50:00,23026.75,23183.35,22976.5,23163.1,-1.0,0.0079367862222263,23163.1,23163.1,-0.0,0.0,0,-1,-1,-1.0,-0.0,0.0,0.0
2025-01-29 14:55:00,23026.75,23183.35,22976.5,23163.1,-1.0,0.0079367862222263,23163.1,23163.1,-0.0,0.0,0,-1,-1,-1.0,-0.0,0.0,0.0
2025-01-29 15:00:00,23026.75,23183.35,22976.5,23163.1,-1.0,0.0079367862222263,23163.1,23163.1,-0.0,0.0,0,-1,-1,-1.0,-0.0,0.0,0.0
2025-01-29 15:05:00,23026.75,23183.35,22976.5,23163.1,-1.0,0.0079367862222263,23163.1,23163.1,-0.0,0.0,0,-1,-1,-1.0,-0.0,0.0,0.0
2025-01-29 15:10:00,23026.75,23183.35,22976.5,23163.1,-1.0,0.0079367862222263,23163.1,23163.1,-0.0,0.0,0,-1,-1,-1.0,-0.0,0.0,0.0
2025-01-29 15:15:00,23026.75,23183.35,22976.5,23163.1,-1.0,0.0079367862222263,23163.1,23163.1,-0.0,0.0,0,-1,-1,-1.0,-0.0,0.0,0.0
2025-01-29 15:20:00,23026.75,23183.35,22976.5,23163.1,-1.0,0.0079367862222263,23163.1,23163.1,-0.0,0.0,0,-1,-1,-1.0,-0.0,0.0,0.0
2025-01-29 15:25:00,23026.75,23183.35,22976.5,23163.1,-1.0,0.0079367862222263,23163.1,23163.1,-0.0,0.0,0,-1,-1,-1.0,-0.0,0.0,0.0
2025-01-29 15:30:00,23026.75,23183.35,22976.5,23163.1,-1.0,0.0079367862222263,23163.1,23163.1,-0.0,0.0,0,-1,-1,-1.0,-0.0,0.0,0.0
2025-01-30 09:15:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23191.9,23173.9,-66.59999999999854,0.003723131210243,2,1,0,-1.0,-0.003723131210243,0.003723131210243,-0.003723131210243
2025-01-30 09:20:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23211.1,23183.35,-52.275000000001455,0.0,2,1,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 09:25:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23223.9,23191.61875,-41.74062499999855,0.0,2,1,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 09:30:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23232.43333333333,23198.85390625,-33.856380208333576,0.0,2,1,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 09:35:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23238.122222222224,23205.184667968748,-27.84655490451405,0.0,2,1,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 09:40:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23241.914814814816,23210.72408447265,-23.180550356264572,0.0,2,1,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 09:45:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23244.443209876543,23215.57107391357,-19.49285810493893,0.0,2,1,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 09:50:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23246.12880658437,23219.812189674376,-16.529501870631066,0.0,2,1,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 09:55:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23247.25253772291,23223.52316596508,-14.112148156003968,0.0,2,1,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 10:00:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23248.00169181528,23226.770270219444,-12.114018982640118,0.0,2,1,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 10:05:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23248.50112787685,23229.61148644201,-10.443692840570291,0.0,2,1,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 10:10:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23248.834085251237,23232.09755063676,-9.034182056002464,0.0,2,1,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 10:15:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.05605683416,23234.272856807165,-7.835543179338856,0.0,2,1,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 10:20:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.20403788944,23236.17624970627,-6.809856202147785,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 10:25:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.30269192629,23237.841718492982,-5.927794790361077,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 10:30:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.3684612842,23239.299003681364,-5.166267517219239,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 10:35:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.4123075228,23240.574128221197,-4.506782128002669,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 10:40:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.44153834853,23241.689862193543,-3.934299728964106,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 10:45:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.461025565688,23242.66612941935,-3.436422507482348,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 10:50:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.474017043794,23243.520363241933,-3.0028098571347077,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 10:55:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.4826780292,23244.26781783669,-2.624752067054942,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 11:00:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.48845201947,23244.921840607105,-2.2948536867115763,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 11:05:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.492301346312,23245.494110531217,-2.0067940612352686,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 11:10:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.494867564208,23245.994846714813,-1.7551428604892862,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 11:15:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49657837614,23246.432990875463,-1.5352153741987422,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 11:20:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.497718917428,23246.81636701603,-1.3429570332737055,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 11:25:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.498479278285,23247.151821139025,-1.1748497913431493,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 11:30:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.498986185525,23247.445343496645,-1.027835158914968,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 11:35:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.499324123684,23247.702175559563,-0.8992501583779813,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 11:40:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.499549415792,23247.926903614614,-0.7867734847968677,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 11:45:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49969961053,23248.12354066279,-0.6883798633425613,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 11:50:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.499799740355,23248.29559807994,-0.6023010898497887,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 11:55:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49986649357,23248.44614831995,-0.5269925932407205,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 12:00:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.499910995717,23248.577879779958,-0.4611046121644904,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 12:05:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49994066381,23248.69314480746,-0.4034572643649881,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 12:10:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49996044254,23248.794001706527,-0.3530189254670404,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 12:15:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49997362836,23248.88225149321,-0.3088874392124126,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 12:20:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.499982418907,23248.95947005656,-0.2702737622676068,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 12:25:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.499988279276,23249.02703629949,-0.236487710619258,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 12:30:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49999218618,23249.08615676205,-0.2069255258829798,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 12:35:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49999479079,23249.137887166795,-0.1810590212080569,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 12:40:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.499996527196,23249.183151270947,-0.1584261009302281,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 12:45:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.4999976848,23249.22275736208,-0.1386224765628867,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 12:50:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.499998456533,23249.25741269182,-0.1212944258222705,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 12:55:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.499998971023,23249.28773610534,-0.1061324618203798,0.0,1,0,0,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 13:00:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49999931401,23249.31426909217,-0.0928657969052437,0.0,0,-1,-1,0.0,0.0,0.003723131210243,-0.003723131210243
2025-01-30 13:05:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49999954268,23249.337485455653,-0.0812575008349085,0.0,0,-1,-1,-1.0,-0.0,0.003723131210243,-0.003723131210243
2025-01-30 13:10:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49999969512,23249.357799773697,-0.0711002655916672,0.0,0,-1,-1,-1.0,-0.0,0.003723131210243,-0.003723131210243
2025-01-30 13:15:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.499999796742,23249.375574801987,-0.0622127006354276,0.0,0,-1,-1,-1.0,-0.0,0.003723131210243,-0.003723131210243
2025-01-30 13:20:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.4999998645,23249.391127951734,-0.0544360918793245,0.0,0,-1,-1,-1.0,-0.0,0.003723131210243,-0.003723131210243
2025-01-30 13:25:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49999990967,23249.40473695777,-0.0476315662817796,0.0,0,-1,-1,-1.0,-0.0,0.003723131210243,-0.003723131210243
2025-01-30 13:30:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49999993978,23249.41664483805,-0.041677611086925,0.0,0,-1,-1,-1.0,-0.0,0.003723131210243,-0.003723131210243
2025-01-30 13:35:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49999995985,23249.42706423329,-0.0364679034246364,0.0,0,-1,-1,-1.0,-0.0,0.003723131210243,-0.003723131210243
2025-01-30 13:40:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49999997324,23249.43618120413,-0.0319094113147002,0.0,0,-1,-1,-1.0,-0.0,0.003723131210243,-0.003723131210243
2025-01-30 13:45:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49999998216,23249.44415855361,-0.0279207321145804,0.0,0,-1,-1,-1.0,-0.0,0.003723131210243,-0.003723131210243
2025-01-30 13:50:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.499999988107,23249.451138734414,-0.0244306387394317,0.0,0,-1,-1,-1.0,-0.0,0.003723131210243,-0.003723131210243
2025-01-30 13:55:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.499999992076,23249.45724639261,-0.0213768076573614,0.0,0,-1,-1,-1.0,-0.0,0.003723131210243,-0.003723131210243
2025-01-30 14:00:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49999999472,23249.46259059353,-0.0187047058716416,0.0,0,-1,-1,-1.0,-0.0,0.003723131210243,-0.003723131210243
2025-01-30 14:05:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49999999648,23249.467266769345,-0.0163666170883516,0.0,0,-1,-1,-1.0,-0.0,0.003723131210243,-0.003723131210243
2025-01-30 14:10:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.499999997654,23249.471358423176,-0.0143207895853265,0.0,0,-1,-1,-1.0,-0.0,0.003723131210243,-0.003723131210243
2025-01-30 14:15:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49999999844,23249.47493862028,-0.0125306906411424,0.0,0,-1,-1,-1.0,-0.0,0.003723131210243,-0.003723131210243
2025-01-30 14:20:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49999999896,23249.478071292742,-0.0109643541509285,0.0,0,-1,-1,-1.0,-0.0,0.003723131210243,-0.003723131210243
2025-01-30 14:25:00,23169.5,23322.05,23139.2,23249.5,-1.0,0.0079062822697807,23249.49999999931,23249.48081238115,-0.0095938097729231,0.0,0,-1,-1,-1.0,-0.0,0.003723131210243,-0.003723131210243
